neighbourhood_group,room_type,price,minimum_nights,number_of_reviews,availability_365
1,1,239,30,0,352
1,1,100,5,13,0
0,0,49,1,2,0
1,1,239,30,0,351
0,1,150,2,2,364
1,1,239,30,0,352
1,1,239,30,0,352
2,1,150,1,1,0
1,1,200,1,0,0
1,0,50,7,0,0
1,1,190,30,1,286
0,0,59,3,0,0
0,0,40,15,0,0
3,0,52,2,137,340
0,1,89,2,2,0
1,1,369,30,3,345
1,1,100,5,0,0
0,0,90,6,2,331
1,1,115,2,8,0
1,0,150,20,0,0
1,1,400,1,0,0
2,0,66,7,1,0
1,1,180,2,0,0
1,1,149,3,0,0
1,0,89,2,24,0
1,1,85,7,0,0
1,0,67,4,0,0
0,0,75,14,0,0
1,0,94,2,3,0
0,0,80,2,0,0
1,0,70,15,2,0
0,0,115,2,0,121
2,0,90,2,59,33
0,1,155,1,1,0
2,0,65,1,2,0
1,0,60,2,0,0
1,1,149,1,1,0
2,0,70,2,113,63
1,0,100,2,1,0
1,1,120,7,0,0
1,1,150,30,1,125
0,1,160,1,0,0
1,1,135,3,0,0
2,1,200,3,93,86
0,0,50,1,1,0
1,1,225,2,29,176
0,0,35,7,9,326
1,0,45,4,1,0
1,0,140,2,16,0
1,1,160,13,21,0
0,0,35,3,19,272
0,1,125,2,7,0
1,1,160,3,1,0
1,1,180,1,0,0
1,1,179,2,5,0
1,1,120,9,0,0
0,0,70,1,2,0
0,0,68,2,0,0
1,0,100,6,0,0
1,1,300,4,104,58
1,1,152,3,16,0
1,0,100,1,4,0
1,1,200,4,3,0
1,1,250,7,20,13
1,1,200,2,0,0
1,1,200,2,2,0
1,1,245,2,1,0
1,0,79,1,3,0
1,1,175,1,1,0
0,0,45,1,0,0
1,1,180,3,0,0
1,1,139,7,1,0
0,1,220,2,25,5
0,0,70,2,6,0
0,0,99,1,186,232
0,1,120,3,3,0
0,1,178,2,12,0
1,0,55,21,0,0
0,1,124,2,20,0
1,1,380,1,0,0
0,0,55,3,0,0
2,1,250,7,5,363
0,1,180,7,0,0
2,1,375,4,5,364
1,1,200,2,0,0
1,1,180,1,0,0
0,0,65,28,11,320
0,1,65,1,0,0
0,0,60,3,8,296
1,0,60,1,1,0
0,0,45,1,1,0
0,0,50,1,0,0
0,1,74,1,1,27
0,0,50,7,26,0
0,0,60,1,3,0
1,1,150,1,1,0
0,0,55,1,0,0
0,1,40,1,95,7
1,0,120,1,1,0
0,0,35,1,1,0
1,1,250,3,0,0
0,1,85,7,3,0
1,0,125,1,0,0
1,0,146,2,26,30
0,0,99,1,4,342
0,0,69,2,1,0
0,0,70,1,1,0
0,1,159,3,6,0
0,0,40,1,0,0
0,0,65,2,15,155
0,0,45,30,5,0
1,0,42,5,7,24
0,1,100,1,15,0
0,0,40,2,0,0
0,1,175,2,16,364
0,0,500,30,0,173
1,0,90,5,5,0
0,1,400,30,0,173
0,1,130,2,45,58
1,2,70,1,4,0
0,0,48,1,2,0
1,1,169,30,2,364
1,1,200,3,1,0
0,1,100,3,0,0
0,0,50,6,8,0
0,1,80,30,7,0
1,1,200,1,11,0
1,1,369,30,0,297
1,1,215,29,4,146
1,1,249,30,5,125
1,1,110,30,7,179
1,1,110,30,1,145
0,0,30,1,0,0
0,0,50,2,0,0
0,1,86,30,1,0
1,0,79,2,3,0
0,1,150,2,21,11
1,1,199,4,52,1
0,1,85,2,133,34
1,0,50,1,0,0
1,1,140,4,0,0
2,0,59,1,0,0
1,1,330,2,119,258
0,1,175,2,3,0
1,0,91,1,1,0
2,2,25,10,0,0
0,1,75,7,2,0
1,1,225,90,1,362
1,0,66,2,0,0
0,0,40,1,4,365
1,1,174,2,142,198
0,1,200,2,2,0
1,1,150,1,65,186
0,0,102,1,30,10
1,0,85,2,0,0
0,0,76,1,25,141
0,2,75,1,2,318
1,1,135,2,0,0
1,1,175,2,1,0
0,1,100,5,3,0
1,1,145,3,70,230
0,0,49,3,3,244
1,0,50,3,1,0
1,1,120,3,92,32
1,0,50,10,0,0
0,0,50,6,5,0
2,0,60,2,10,0
2,0,55,2,107,46
1,1,199,10,0,0
1,0,90,20,12,23
2,1,189,1,0,0
1,0,49,1,1,0
1,0,65,2,5,0
0,0,90,1,1,0
0,0,49,1,2,0
0,1,75,3,4,0
1,0,100,1,2,0
0,0,59,3,82,0
1,1,130,1,0,0
1,1,225,3,5,0
1,1,97,1,0,0
0,1,250,7,0,0
1,1,150,1,3,0
0,0,63,7,1,0
1,1,200,4,10,0
1,1,139,7,0,0
2,1,250,1,0,0
1,1,140,5,2,0
1,0,95,1,1,0
0,0,55,7,1,0
0,0,32,10,3,0
1,1,110,5,9,0
0,0,30,1,0,0
1,1,250,2,0,0
0,0,100,2,101,284
0,1,115,1,0,0
1,0,90,1,4,0
1,1,139,2,11,49
1,0,150,2,2,0
1,0,170,5,7,6
1,0,75,1,0,0
1,0,120,1,1,0
1,0,80,1,2,0
0,0,50,1,0,0
1,0,100,1,0,0
2,0,36,16,55,110
1,1,100,1,0,0
1,0,129,28,22,261
1,1,199,10,0,0
0,0,60,14,1,0
1,0,60,1,2,0
0,0,60,1,2,0
2,1,99,5,15,0
0,1,101,1,2,0
2,0,55,10,0,0
1,1,219,2,1,0
1,1,150,7,0,0
0,0,25,1,7,8
2,2,26,1,15,365
0,0,90,2,45,245
1,1,500,7,0,365
1,1,120,1,0,0
1,0,59,1,1,0
1,0,70,1,7,0
1,0,100,4,0,0
0,1,115,4,38,0
1,1,150,1,48,321
0,0,105,5,7,212
0,0,65,1,0,0
0,1,113,3,174,63
1,0,70,1,1,0
1,1,199,1,14,0
0,1,125,3,2,0
0,1,140,4,12,0
0,0,85,1,133,230
0,0,70,30,1,249
1,1,89,1,3,0
2,0,95,2,55,244
2,0,70,1,0,0
1,1,154,5,0,0
1,1,220,1,8,0
0,0,45,1,4,0
1,0,59,60,6,0
1,0,95,1,1,0
1,0,129,1,0,0
0,1,115,3,1,0
1,0,105,3,4,0
0,1,93,4,5,0
1,0,40,6,5,0
2,0,88,5,0,0
0,1,85,1,1,0
1,1,170,3,35,0
1,0,75,2,2,0
0,0,55,2,5,213
0,0,57,2,175,38
1,1,199,2,10,0
2,1,105,1,0,0
1,1,485,3,14,54
1,1,125,2,31,14
1,1,150,6,0,0
1,0,95,14,19,96
1,1,200,1,1,0
1,1,90,1,171,53
1,1,120,5,0,0
1,1,100,3,1,0
0,0,70,1,21,0
1,1,110,30,5,157
0,1,96,2,17,0
0,0,50,1,0,0
0,1,175,1,3,0
1,0,70,3,1,0
1,0,75,10,17,128
4,0,51,2,36,364
0,1,80,1,1,0
1,1,110,30,1,133
1,0,80,3,1,0
0,0,60,1,0,0
1,1,170,30,1,142
1,1,155,29,0,327
1,0,65,1,178,79
1,1,165,29,3,134
1,1,115,30,5,179
1,1,150,30,1,125
2,0,700,1,1,97
1,1,125,30,4,111
0,0,75,1,0,0
1,1,150,30,3,107
1,0,170,1,112,0
1,1,150,30,4,156
1,1,150,30,4,128
1,0,45,2,6,64
1,1,55,1,0,0
0,0,89,1,96,237
1,0,100,1,0,0
0,0,35,2,112,27
0,1,70,3,2,88
1,0,100,4,115,268
1,1,78,5,0,0
0,0,59,2,41,301
1,1,148,1,0,0
0,1,125,6,0,0
0,1,155,2,24,0
0,0,61,1,1,0
1,0,100,15,1,0
2,0,55,2,42,118
0,0,40,14,1,0
1,1,196,1,0,0
1,1,101,2,1,0
1,0,50,30,77,190
1,1,150,3,0,0
1,0,102,1,49,134
0,0,30,1,0,0
1,1,250,1,0,0
1,0,115,4,0,249
1,1,129,3,0,0
1,0,90,4,0,0
1,1,120,5,15,0
1,1,150,30,3,210
1,1,146,1,0,0
1,0,70,1,0,0
1,1,115,28,12,77
1,0,49,5,1,0
1,1,200,3,28,3
1,1,166,30,7,195
0,0,40,1,1,0
0,0,137,3,39,53
0,0,58,5,1,0
0,0,55,14,0,0
0,0,35,6,1,0
1,1,150,30,1,339
1,1,150,3,0,0
1,1,175,2,1,0
0,1,189,3,26,69
0,0,42,10,0,0
0,1,175,3,77,54
1,0,150,4,1,0
1,1,425,2,59,39
0,0,110,1,0,0
1,0,75,3,4,0
1,1,170,4,1,0
1,1,120,1,1,0
0,0,65,3,2,0
0,1,350,3,1,74
0,1,199,3,26,74
1,0,67,1,1,0
0,1,189,3,7,74
1,0,80,5,0,0
2,0,50,1,84,302
1,1,220,1,116,264
1,0,79,3,0,0
2,0,49,2,1,83
1,1,226,3,61,276
0,0,79,5,3,0
0,0,80,5,1,0
1,0,169,4,0,89
0,1,100,5,7,0
1,1,98,7,6,0
0,0,45,2,0,0
2,0,70,4,4,25
1,1,150,2,2,0
1,0,125,1,210,81
2,1,155,4,66,307
1,1,179,29,4,0
0,0,60,1,2,0
1,0,90,8,0,0
0,0,65,1,0,0
0,1,179,3,36,53
0,0,50,10,3,0
0,0,50,3,3,362
0,0,189,3,34,74
0,1,67,2,12,332
1,1,99,999,2,42
1,1,140,2,6,0
2,1,90,2,0,0
1,0,55,3,58,0
0,0,80,20,0,0
0,1,170,1,1,0
1,0,90,1,0,0
1,1,175,1,59,307
1,1,117,2,0,0
0,0,43,1,0,0
0,0,189,3,21,0
0,0,35,3,175,49
0,1,61,2,20,0
0,1,205,3,5,72
2,0,35,14,1,0
1,0,39,2,3,0
1,0,190,1,0,0
1,1,249,1,0,0
1,1,159,3,1,0
1,1,125,1,0,0
0,0,37,7,2,0
1,1,299,30,1,160
1,1,175,3,12,0
1,0,42,12,0,0
0,1,110,4,1,0
1,1,179,7,0,0
0,1,90,1,0,0
0,0,130,2,1,0
0,1,140,2,89,9
0,1,168,1,1,0
0,1,128,3,2,0
0,0,64,3,6,0
0,0,35,14,1,0
0,0,60,3,0,0
0,1,200,2,0,0
0,1,199,3,3,0
0,1,175,3,105,104
1,0,95,180,0,358
0,0,55,1,18,65
1,1,125,9,0,0
1,0,45,1,0,0
1,1,95,16,8,0
0,1,153,4,105,9
0,0,39,1,1,0
1,1,200,1,0,0
1,0,85,2,2,0
1,1,315,2,29,177
0,1,89,5,10,64
1,1,350,7,0,0
2,1,179,1,103,324
0,0,37,1,0,0
0,0,75,5,0,0
1,1,150,3,5,0
0,1,225,2,68,273
1,1,140,4,1,0
0,0,115,2,5,358
0,0,58,2,2,0
0,1,190,4,63,257
1,1,100,1,1,0
0,0,119,2,82,0
0,1,139,5,0,0
1,0,140,1,0,0
0,1,129,3,16,71
1,1,800,3,0,0
1,0,110,3,76,281
1,1,90,1,2,0
0,0,61,1,4,0
1,0,65,2,4,0
1,0,60,1,229,310
1,0,60,1,219,280
1,1,150,2,25,0
1,0,587,1,3,365
1,1,175,3,136,288
0,0,60,1,0,0
1,1,166,30,5,332
1,1,120,30,4,338
0,1,135,2,18,0
1,1,145,2,1,0
0,1,185,4,77,25
0,1,120,1,0,0
0,0,206,1,1,365
0,0,65,1,0,0
1,0,80,1,1,0
2,1,139,1,0,0
1,1,239,4,55,161
0,1,399,4,39,29
1,1,550,5,0,0
0,0,30,1,0,0
0,1,125,2,7,0
1,1,195,2,0,0
0,1,500,2,111,88
2,0,47,1,576,173
2,0,69,1,0,0
1,0,90,2,0,0
1,0,99,2,122,77
1,0,75,1,1,0
0,2,35,1,0,0
0,0,55,2,0,0
0,1,80,31,1,0
1,0,100,2,51,4
0,0,60,1,4,0
0,0,40,1,0,0
1,1,118,5,1,0
1,0,97,6,36,0
1,1,210,2,51,11
0,1,55,2,6,0
0,0,62,3,69,27
1,1,185,1,1,0
1,1,200,3,0,0
0,1,165,1,216,194
1,0,125,1,0,0
1,1,102,1,3,0
0,0,80,1,2,0
1,1,449,1,0,0
1,1,200,1,0,0
1,0,84,1,1,0
1,1,95,1,5,0
0,0,65,3,2,0
1,1,152,1,42,357
0,0,50,3,2,0
0,1,250,1,0,0
0,0,149,2,15,0
1,0,124,1,19,0
1,0,58,3,49,275
1,0,159,1,9,0
1,1,250,7,1,0
1,1,150,3,0,0
1,1,250,4,11,0
1,1,500,29,5,88
0,0,58,2,256,38
0,1,199,2,74,231
1,0,55,1,0,0
0,0,95,4,16,10
1,2,36,1,20,324
1,1,165,4,4,0
0,0,72,2,255,0
1,0,179,1,2,309
1,0,209,1,1,244
1,0,149,1,0,281
1,1,150,3,25,22
0,0,375,2,2,0
2,0,65,4,1,0
1,1,275,2,9,0
1,2,110,2,4,0
1,0,99,1,42,0
1,0,85,1,2,0
1,0,189,1,7,291
1,2,100,5,0,0
1,0,75,3,86,224
2,0,45,1,27,16
0,0,75,1,0,0
1,1,125,2,6,0
1,1,150,1,0,0
0,0,71,7,11,98
2,0,46,3,137,286
1,0,105,2,44,35
0,0,41,1,1,0
1,1,99,30,7,327
2,0,37,1,74,135
1,1,60,5,2,0
0,1,218,2,70,335
1,0,150,3,17,43
1,0,52,2,2,0
0,1,210,1,3,0
1,1,115,3,1,0
1,1,105,30,2,327
1,0,80,2,3,0
1,1,225,3,1,0
0,1,175,3,2,0
1,0,120,7,4,0
1,2,65,1,55,0
0,1,99,3,29,50
1,1,160,1,9,0
1,0,60,1,1,0
1,1,90,1,0,0
1,1,230,5,6,208
1,1,250,2,47,89
1,1,299,30,60,332
1,1,499,30,0,167
0,0,79,1,17,174
2,0,46,1,0,0
0,1,110,4,3,0
1,0,70,1,1,0
0,1,150,2,1,0
0,0,59,15,12,0
1,1,165,1,188,328
0,0,149,3,32,74
0,1,129,3,3,74
0,0,42,1,3,0
0,1,120,2,141,215
0,0,63,30,17,73
1,1,180,4,24,3
0,1,220,5,1,0
0,0,68,1,29,0
1,0,119,1,134,0
1,0,37,2,11,0
4,1,80,7,0,0
0,0,55,1,0,0
1,0,50,1,0,0
1,1,199,2,168,65
0,0,50,3,0,0
0,0,60,2,7,0
2,1,135,3,44,0
0,0,64,1,1,0
2,0,80,1,34,49
0,0,65,2,0,0
2,0,48,1,165,365
0,1,115,3,9,0
2,0,45,1,459,175
0,0,38,7,1,0
1,0,85,5,1,0
1,1,275,4,77,0
2,1,125,2,26,0
1,1,250,30,17,190
2,0,79,15,9,259
1,0,105,1,0,0
1,1,100,2,6,0
1,0,70,1,7,0
1,0,65,30,0,308
0,1,60,2,12,0
0,0,50,2,3,316
0,0,35,3,33,0
1,1,180,3,22,273
0,1,70,5,33,27
1,1,220,2,59,185
1,1,135,30,5,311
1,1,140,30,2,244
0,0,175,2,6,178
1,1,180,30,4,319
1,1,165,30,0,329
2,0,55,2,16,0
1,1,100,1,0,0
1,0,91,4,8,0
1,0,175,1,0,0
0,0,70,5,0,0
0,1,143,3,180,263
0,0,55,14,2,0
1,1,110,3,1,0
0,0,30,1,0,0
2,0,90,1,3,87
1,0,199,1,1,267
1,0,99,1,0,0
1,0,40,1,0,0
1,1,235,3,2,0
2,0,62,2,9,358
2,0,85,2,9,87
2,1,60,1,212,297
2,0,45,5,34,212
1,1,155,2,0,0
1,1,135,1,0,0
0,1,165,1,58,287
1,0,295,1,0,0
1,0,77,1,89,228
0,0,43,5,16,38
1,1,230,180,0,365
0,1,70,30,62,7
0,1,105,5,1,365
0,0,54,4,6,0
0,1,199,3,0,0
0,1,145,4,63,37
0,0,97,2,0,0
0,0,55,3,26,1
1,1,285,5,79,153
0,0,185,2,0,0
1,0,200,2,0,0
1,0,300,1,0,0
0,1,255,3,97,230
0,1,500,30,96,339
0,0,75,5,1,0
0,0,150,1,0,0
0,0,64,2,2,0
1,1,250,1,0,0
1,0,135,1,101,365
0,0,70,7,1,0
0,1,295,3,182,226
1,1,135,1,4,0
1,2,50,2,2,0
2,1,69,1,85,308
3,1,299,3,49,350
2,1,204,4,188,0
0,0,80,3,0,0
1,0,125,1,45,322
0,1,69,3,35,0
1,1,139,4,3,0
0,0,149,1,24,180
2,1,100,6,9,0
1,1,360,30,1,213
0,0,99,3,35,0
2,0,60,2,5,0
1,0,60,1,2,0
2,1,275,2,147,325
0,0,65,1,75,361
0,1,149,1,119,361
1,0,60,1,1,0
0,1,120,4,77,1
1,0,35,3,0,0
0,1,261,1,5,0
0,1,99,2,110,271
0,0,49,2,0,0
0,0,65,1,105,111
0,1,150,3,0,0
1,0,65,1,0,0
0,0,60,1,138,122
0,0,69,2,54,0
0,1,150,2,77,142
0,0,37,21,11,0
2,1,100,1,206,304
0,1,99,3,88,47
1,1,160,30,4,365
1,1,225,30,18,173
0,0,51,5,13,89
1,1,250,90,0,363
2,0,66,1,0,0
1,0,65,2,167,209
0,1,120,5,34,0
1,2,125,1,6,365
1,1,260,3,82,12
0,1,94,2,37,0
1,0,79,3,4,17
0,0,49,8,0,0
1,1,1731,10,84,97
0,0,99,1,176,365
0,0,41,1,1,0
1,0,90,1,3,0
1,1,69,3,4,0
1,0,81,1,0,0
0,1,113,5,77,44
4,0,35,3,2,0
1,1,85,1,0,0
0,0,45,1,0,0
0,1,200,3,22,363
1,1,100,30,7,331
4,1,37,5,10,0
2,1,180,1,19,361
0,0,105,1,0,0
1,1,200,28,4,73
0,0,45,4,0,0
1,0,80,1,27,302
1,1,122,3,0,0
1,1,400,3,0,0
0,0,55,1,1,0
1,1,110,1,0,0
1,1,110,30,7,331
1,1,135,1,3,0
1,0,45,1,3,0
1,1,145,1,20,0
0,0,37,10,6,0
0,1,90,1,163,25
1,1,305,2,21,177
1,2,100,1,0,0
1,1,180,2,167,261
1,0,90,1,151,22
1,1,135,3,5,0
0,0,49,5,2,0
0,1,95,3,12,0
0,1,155,3,71,302
0,0,47,14,1,0
0,1,120,2,0,0
2,0,38,4,54,24
0,1,199,2,9,90
1,0,87,3,27,12
2,0,80,1,0,0
2,0,40,2,8,229
0,1,155,2,207,20
0,1,125,21,0,0
0,0,81,3,120,0
0,1,129,2,114,235
1,1,83,1,2,0
1,0,70,2,0,0
0,1,130,2,16,0
0,1,325,4,2,0
1,0,30,3,119,3
2,0,50,1,112,84
2,0,50,1,98,79
1,0,45,27,0,0
1,1,200,2,5,0
1,0,600,1,0,0
0,0,80,2,14,0
0,0,35,1,1,0
0,0,75,1,1,158
2,0,30,1,0,0
1,1,135,30,1,30
0,1,125,2,202,276
0,0,62,2,1,0
0,0,1002,365,10,365
0,1,100,1,5,0
2,0,50,1,96,0
0,1,80,7,0,0
1,0,75,1,0,0
0,1,60,1,2,0
0,0,75,1,1,0
0,1,65,3,8,0
1,0,80,1,1,0
0,0,130,3,6,0
0,1,333,7,0,365
1,1,120,1,0,0
1,1,144,3,0,0
0,0,149,1,93,365
0,1,150,3,45,129
0,2,60,1,1,0
0,1,190,2,0,0
0,1,100,5,14,1
0,1,150,2,131,0
0,1,170,3,1,354
2,0,65,4,38,12
1,1,90,2,1,0
0,0,55,2,26,0
1,1,250,1,0,0
0,0,80,10,0,0
0,1,319,3,75,112
1,1,120,30,5,345
3,0,50,1,149,276
1,0,100,1,0,0
2,0,60,1,0,0
0,1,175,5,16,129
0,0,67,3,14,0
1,1,140,30,0,338
0,0,90,2,0,0
0,1,165,30,14,330
1,0,90,1,0,0
1,1,150,30,8,298
0,0,115,3,27,56
0,0,65,2,8,321
0,0,70,3,33,365
1,1,219,2,3,306
0,0,45,1,204,324
0,0,55,1,2,365
1,0,80,1,0,0
1,0,45,1,15,0
0,0,65,1,64,329
1,0,47,1,0,0
1,0,65,5,7,0
1,1,229,1,0,0
0,1,160,5,1,305
1,1,500,5,24,321
0,1,120,2,99,288
1,0,139,3,0,0
1,1,400,6,40,105
0,0,45,5,2,342
1,0,87,1,80,55
0,0,50,3,0,0
1,1,115,3,118,157
0,0,51,1,0,0
0,0,43,30,5,311
0,0,70,1,0,0
1,1,125,3,7,0
0,0,55,5,3,0
0,0,50,2,5,0
0,0,60,1,1,0
4,1,88,1,121,170
4,1,85,20,10,277
0,1,275,2,18,292
0,0,65,1,9,343
0,1,135,30,0,341
0,0,40,2,9,20
1,0,85,1,165,338
1,0,85,1,146,352
1,0,85,1,162,344
0,1,120,1,5,0
1,1,220,2,48,135
0,0,80,5,81,308
1,1,275,30,10,219
2,1,125,4,93,306
1,2,46,1,0,0
1,1,65,1,3,0
0,0,58,1,5,2
2,0,60,1,0,0
2,1,115,4,6,314
0,0,65,3,0,0
2,0,49,1,5,332
0,1,70,3,2,0
1,0,95,1,0,158
1,1,196,15,2,31
1,0,80,5,5,0
3,0,35,4,73,320
1,0,82,5,12,0
1,1,136,31,2,365
1,0,75,1,89,268
1,1,68,6,24,0
0,0,64,4,25,18
0,1,100,3,1,0
0,0,65,2,2,0
0,0,350,365,0,364
1,1,450,1,1,0
1,0,99,1,0,157
2,1,195,1,0,0
0,0,48,1,1,0
0,1,85,2,99,29
0,0,70,1,0,0
1,1,180,2,136,253
1,0,90,1,0,0
0,1,175,7,43,0
0,1,245,3,16,66
0,0,45,3,11,0
2,0,34,1,1,0
1,1,125,1,0,0
0,1,75,1,38,195
0,1,125,3,75,316
1,1,200,31,8,342
2,1,100,12,5,0
1,1,70,7,12,38
0,0,45,1,0,0
0,1,154,3,123,289
1,1,300,31,1,358
1,1,250,1,88,329
1,1,140,7,65,242
1,0,59,5,26,0
1,0,80,2,86,63
0,1,230,5,33,26
1,1,150,1,4,0
2,0,45,1,78,337
0,1,144,3,1,0
0,0,44,4,47,0
0,1,75,1,0,0
0,0,45,10,25,29
1,0,129,1,11,0
1,0,75,1,1,0
0,1,220,12,13,354
0,1,125,4,138,37
0,1,150,30,20,326
1,0,63,1,3,0
1,1,120,1,0,0
0,0,45,7,0,0
0,1,120,7,0,0
1,1,125,1,0,0
1,1,450,2,2,0
1,1,1250,30,0,342
0,0,36,2,1,0
0,0,48,3,4,0
0,0,50,1,35,365
2,0,59,3,42,3
0,0,39,1,1,0
1,1,70,2,4,0
0,1,150,1,0,0
0,1,100,5,2,0
0,1,80,6,0,0
0,1,125,1,75,171
1,1,180,1,0,0
0,0,45,4,1,0
1,1,185,30,8,332
0,0,60,2,18,0
0,0,40,1,1,0
0,0,80,3,35,0
0,1,85,2,0,0
0,1,135,3,134,241
1,0,70,2,84,311
0,1,600,30,7,67
1,0,110,1,1,0
0,1,105,1,5,0
1,0,100,2,72,19
0,0,65,5,8,0
1,1,125,14,28,22
0,0,50,1,9,179
0,1,360,1,4,201
0,1,160,5,16,11
1,1,225,1,0,0
0,0,105,3,0,0
1,1,175,60,28,126
0,1,130,1,0,0
0,2,79,1,15,180
0,0,90,2,56,60
0,1,283,4,92,234
2,0,50,1,0,0
3,1,100,2,0,0
0,0,70,1,238,313
0,1,199,4,52,242
0,0,45,4,30,286
1,0,325,3,9,88
1,1,275,1,0,0
1,1,130,30,6,331
1,1,179,1,138,252
1,0,80,3,10,332
1,0,99,4,68,57
1,1,135,3,16,0
0,1,145,3,41,0
0,1,69,90,43,0
0,1,89,5,0,0
1,0,75,2,21,0
1,2,200,1,0,0
2,0,55,1,54,297
1,1,80,1,0,0
0,1,75,2,154,15
1,1,90,3,1,0
0,1,98,4,106,273
1,1,70,3,34,0
1,1,132,7,0,0
0,0,50,2,24,47
1,1,250,30,1,331
1,2,199,1,0,0
1,1,99,2,43,0
0,0,77,2,74,343
1,1,100,1,0,0
2,1,130,3,50,352
0,0,60,1,1,0
1,1,200,1,207,245
0,1,117,10,3,1
0,1,89,1,1,0
0,0,44,2,31,297
1,0,70,1,1,312
1,0,39,1,4,0
1,1,150,31,15,0
1,0,60,1,0,0
0,1,75,1,0,0
1,0,89,1,8,0
1,1,200,2,47,205
0,1,124,2,97,104
0,0,60,1,0,0
1,0,70,4,0,0
0,1,100,4,8,0
1,1,117,30,2,198
1,0,100,1,0,0
0,0,50,5,2,0
0,0,75,20,1,93
0,0,75,2,3,0
0,1,75,7,1,0
1,1,150,1,0,0
0,0,65,1,1,0
2,2,22,1,14,0
1,1,120,1,0,0
1,1,320,4,6,142
2,0,65,2,0,0
0,1,95,1,0,0
1,1,115,30,1,0
1,1,120,2,2,0
1,0,150,1,0,0
0,0,40,5,0,0
0,1,425,5,2,0
0,1,75,2,179,123
0,1,150,21,23,0
0,0,49,7,22,269
1,1,165,4,8,351
1,1,200,1,0,0
1,1,175,2,1,0
0,0,97,1,209,9
1,1,270,4,171,15
0,1,155,2,156,223
0,0,55,10,2,0
1,0,80,3,72,133
4,0,70,1,1,0
2,0,35,1,1,0
1,1,110,1,3,0
1,1,129,30,4,328
0,0,45,1,169,134
1,0,50,1,2,0
0,0,105,1,24,0
0,0,45,3,9,80
1,0,83,2,15,1
1,2,40,1,56,173
1,0,85,1,0,0
1,1,400,3,124,261
1,0,64,3,51,40
1,1,130,2,19,13
1,0,65,3,0,0
1,1,200,1,1,364
2,1,200,1,15,354
0,1,120,2,0,0
2,0,60,1,64,280
1,0,60,3,124,82
1,1,80,1,1,0
1,0,90,7,0,0
0,1,125,5,1,0
0,0,40,20,0,0
1,0,80,2,69,140
1,1,100,2,0,0
0,1,50,6,1,0
0,0,37,1,16,0
1,1,200,3,1,0
0,0,65,3,9,0
1,0,130,2,32,355
0,1,95,14,3,0
0,0,54,2,63,316
1,1,82,1,0,0
1,1,105,3,3,0
0,2,30,3,5,189
1,1,169,30,0,364
1,0,45,1,2,0
1,1,100,4,0,0
2,1,75,1,0,0
1,1,219,1,101,341
1,0,75,2,0,0
0,2,25,3,119,349
1,1,250,3,3,0
1,1,149,1,0,0
0,0,33,7,0,0
2,0,90,7,3,358
0,0,87,2,112,10
0,0,60,4,0,0
0,1,99,10,0,0
0,1,225,10,10,350
1,0,45,7,6,0
0,1,129,4,5,0
1,1,325,1,0,0
0,1,120,2,5,0
4,0,35,1,67,11
1,1,200,2,1,0
0,1,100,2,29,318
0,1,250,1,0,0
0,0,122,2,11,0
1,1,149,5,0,0
1,1,295,1,0,0
0,1,120,1,1,0
1,1,150,6,11,174
0,0,60,1,0,0
0,1,110,30,1,312
1,1,245,3,59,184
0,0,100,1,0,0
0,1,75,1,0,0
1,1,99,14,0,0
0,1,205,2,0,0
1,1,110,30,2,333
0,0,33,1,1,0
0,1,98,3,128,342
1,1,133,28,2,0
0,0,45,1,1,0
0,0,65,3,2,0
3,0,110,2,0,364
0,0,80,2,5,0
0,1,150,2,0,0
0,1,110,5,0,0
0,1,149,5,20,0
1,1,400,1,0,0
1,0,150,1,17,363
0,0,35,1,2,0
1,0,36,1,3,0
1,0,45,1,50,90
0,0,65,2,0,0
1,0,90,5,1,0
0,0,68,2,39,0
0,0,36,1,1,0
0,0,34,1,7,349
1,2,80,1,0,0
0,1,135,2,1,0
1,0,128,1,33,235
1,0,40,2,18,0
2,0,40,7,0,0
0,1,155,3,161,251
2,0,50,4,49,211
0,0,40,2,119,0
0,1,250,2,109,243
1,1,295,1,7,0
2,1,145,2,61,302
1,1,199,2,0,0
0,1,140,1,0,0
1,1,60,15,0,0
1,1,175,1,1,0
1,1,150,1,0,0
2,0,89,14,4,0
0,0,38,2,0,43
0,1,350,4,1,86
1,1,105,1,16,0
0,1,185,2,122,105
1,1,195,1,136,103
1,1,135,3,4,0
0,0,60,1,0,0
0,1,120,7,0,0
0,0,34,1,0,0
0,0,45,2,27,339
1,1,199,4,2,0
1,1,125,1,64,0
4,1,109,3,62,58
0,1,250,7,0,0
0,1,150,4,1,0
1,1,1100,6,4,313
1,0,52,3,0,0
1,0,119,2,134,66
1,0,70,1,2,0
1,0,100,3,147,66
1,1,250,2,9,0
1,1,150,1,16,0
1,1,150,2,0,0
0,1,100,1,0,0
2,0,30,14,0,0
1,2,35,14,2,320
1,1,200,1,3,365
1,0,99,12,60,0
0,0,40,7,0,0
1,1,170,2,18,63
1,1,399,5,9,12
1,1,87,1,0,0
1,0,75,1,0,0
0,0,55,5,6,0
0,0,40,2,9,0
0,0,55,4,3,0
1,1,140,30,3,365
2,0,71,3,62,291
0,1,177,3,23,363
1,1,395,2,57,279
1,0,80,2,1,87
1,1,198,5,42,267
1,1,199,3,4,0
2,1,97,2,252,290
0,1,162,30,26,18
